-4.907870e+01 -1.333040e+01 0.3 porb
-5.487967e+01 -1.760028e+01 0.3 pp1b
-5.131330e+01 -2.203270e+01 0.3 ppdb
-4.681883e+01 -1.727021e+01 0.3 prcb
-5.747560e+01 -2.146280e+01 0.3 ptmb
-4.753000e+01 -2.241910e+01 0.3 rclb
-4.750190e+01 -2.007370e+01 0.3 rifb
-4.903390e+01 -2.465100e+01 0.3 rstb
-5.034550e+01 -1.657050e+01 0.3 slmb
-4.743200e+01 -2.359200e+01 0.3 SPB
-4.492900e+01 -1.809220e+01 0.3 TRMB
-5.132580e+01 -2.067250e+01 0.3 trib
-4.319550e+01 -2.215410e+01 0.3 trrb
-4.679170e+01 -1.623210e+01 0.3 unia
-4.696580e+01 -2.300220e+01 0.3 vao1
-4.696580e+01 -2.300220e+01 0.3 vabb
-4.640320e+01 -2.329653e+01 0.3 vao2
-4.644093e+01 -2.265255e+01 0.3 vao3
