-37.130490892264 -11.110906171636    
-37.187392909311 -11.012892739366    
-37.24817572873 -10.951614311502    
-37.32143831157 -10.88153434774    
-37.431310933773 -10.819995498878    
-37.554645730259 -10.78140713312    
-37.698703989651 -10.759831656829    
-37.87060691843 -10.774763677015    
-38.01819369357 -10.797695351635    
-38.106992144947 -10.788464042539    
-38.189674686325 -10.769262552201    
-38.244664260847 -10.708576731558    
-38.352005328345 -10.623629238078    
-38.401237619901 -10.596019313803    
-38.489729386905 -10.536993930297    
-38.57481981121 -10.528787660572    
-38.667699801626 -10.530525834173    
-38.798348392842 -10.443095616331    
-38.928398500167 -10.334662844168    
-39.070016048849 -10.197806799964    
-39.125745824009 -10.139748364637    
-39.129196699696 -9.9959991044308    
-39.127052383 -9.8887880961528    
-39.180950736682 -9.8001931574843    
-39.32070296266 -9.6466845940321    
-39.442048831683 -9.5464932378343    
-39.4911999334 -9.5374317474533    
-39.558475222892 -9.4715140222682    
-39.616720080022 -9.4163611089384    
-39.697747671309 -9.4053352287082    
-39.737201504498 -9.3877496451252    
-39.803015229486 -9.2799241144497    
-39.840016782537 -9.2766040132253    
-39.961484248663 -9.3920283746262    
-39.99340792564 -9.3900911497799    
-40.027238536206 -9.3497365718468    
-40.030243703157 -9.2889235586244    
-40.026909125612 -9.1861906231228    
-40.059408431247 -9.171405762327    
-40.117503292606 -9.2153134044355    
-40.171313922274 -9.3136162070404    
-40.238886569298 -9.3354482288548    
-40.356747659113 -9.2852804688534    
-40.413285783996 -9.2568457378562    
-40.470314507312 -9.2171497732466    
-40.49171122944 -8.9287947831427    
-40.505573056818 -8.8794907612123    
-40.541260668976 -8.8646459277537    
-40.588870278789 -8.8823165684055    
-40.688203814006 -8.9772533541798    
-40.782452865612 -9.075284665077    
-40.843653866392 -9.0499713189404    
-40.88043961397 -9.0093440043907    
-40.90248138423 -9.0406373894706    
-40.92076051473 -9.1989837273131    
-40.919796432342 -9.3744615594938    
-40.881887317197 -9.5116530486311    
-40.875268928549 -9.5838982915329    
-40.937345626888 -9.6924349724439    
-40.997072945908 -9.7058335953146    
-41.081026801413 -9.7023256881993    
-41.103685374622 -9.6450538372248    
-41.114025804508 -9.4083882055992    
