-35.93617 -8.429541 AGBR 
-36.01030 -8.176670 CAUB 
-38.67090 -5.490000 CS6B 
-38.75400 -3.773000 FOR1 
-38.27079 -6.321630 PFBR 
-38.39217 -4.581284 OCBR 
-40.37166 -3.745140 SBBR 
-35.74407 -6.781440 SLBR 
