 -63. -3.00000024  1.3743881E-05  166.666504
 -61.9999962 -3.00000024  3.01588152E-05  166.666504
 -61.0000038 -3.00000024 -5.20917581E-07  166.666504
 -60.0000038 -3.00000024 -4.14195347E-05  166.666504
 -59.5 -3.00000024 -4.27196355E-05  166.666504
 -59. -3.00000024 -3.99272503E-05  166.666504
 -58.4999962 -3.00000024 -6.54390969E-05  166.666504
 -58. -3.00000024 -7.70141778E-05  166.666504
 -57.5000038 -3.00000024 -8.31711077E-05  166.666504
 -57. -3.00000024 -.00010095656  166.666504
 -56.6666641 -3.00000024 -7.71313935E-05  166.666504
 -56.3333359 -3.00000024 -.000104621831  166.666504
 -56. -3.00000024 -.000126034225  166.666504
 -55.6666679 -3.00000024 -.000102256818  166.666504
 -55.3333321 -3.00000024 -.000119654818  166.666504
 -55. -3.00000024 -.000146148173  166.666504
 -54.6666679 -3.00000024 -.000131142267  166.666504
 -54.3333321 -3.00000024 -.000138576492  166.666504
 -54. -3.00000024 -.000184211865  166.666504
 -53.6666641 -3.00000024 -.000146897364  166.666504
 -53.3333359 -3.00000024 -.000226903168  166.666504
 -53. -3.00000024 -.000168232233  166.666504
 -52.6666679 -3.00000024 -.000194106993  166.666504
 -52.3333321 -3.00000024 -.000254837563  166.666504
 -52. -3.00000024 -.000170252519  166.666504
 -51.6666679 -3.00000024 -.000244288822  166.666504
 -51.3333321 -3.00000024 -.000243014365  166.666504
 -51. -3.00000024 -.000213762585  166.666504
 -50.6666679 -3.00000024 -.000250456884  166.666504
 -50.3333359 -3.00000024 -.000256341416  166.666504
 -50. -3.00000024 -.00022593209  166.666504
 -49.6666679 -3.00000024 -.000259494933  166.666504
 -49.3333321 -3.00000024 -.000238494176  166.666504
 -49. -3.00000024 -.000250353158  166.666504
 -48.6666641 -3.00000024 -.00020974825  166.666504
 -48.3333321 -3.00000024 -.00022515528  166.666504
 -48. -3.00000024 -.000212500527  166.666504
 -47.6666679 -3.00000024 -.000171677588  166.666504
 -47.3333359 -3.00000024 -.000197101734  166.666504
